	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PROCR	4.19960857883355e-13	0.458592323967434	0.262	0.08	6.23515885699417e-09	MF2	PROCR
PLXDC1	1.29055717810887e-12	0.419767057786403	0.414	0.186	1.91609024233824e-08	MF2	PLXDC1
LAPTM4B	1.42206858142164e-12	0.402036700457711	0.369	0.154	2.11134522283671e-08	MF2	LAPTM4B
SPRY1	1.66404605426139e-12	0.533254743868802	0.492	0.251	2.47060917676189e-08	MF2	SPRY1
SEPT4	4.26034033506925e-12	0.476234472238114	0.963	0.867	6.32532729547732e-08	MF2	SEPT4
NOSTRIN	8.34904716319851e-12	0.328475068997203	0.295	0.104	1.23958303232008e-07	MF2	NOSTRIN
SPECC1	8.89914949486025e-12	0.413558570352931	0.574	0.323	1.3212567255019e-07	MF2	SPECC1
PHLDA1	1.6747080740309e-11	0.559801652763583	0.898	0.759	2.48643907751367e-07	MF2	PHLDA1
OAF	2.22134311995611e-11	0.308166419199471	0.287	0.103	3.29802813019883e-07	MF2	OAF
ITGA1	2.82339072953752e-11	0.577582970355559	0.893	0.785	4.19188821614435e-07	MF2	ITGA1
PMEPA1	3.12540234332562e-11	0.419647735428695	0.615	0.376	4.64028485913554e-07	MF2	PMEPA1
RFTN1	3.19891657290436e-11	0.299802946264844	0.283	0.099	4.74943143579111e-07	MF2	RFTN1
LHFPL6	3.847524158445e-11	0.451594059035795	0.881	0.738	5.71241911804329e-07	MF2	LHFPL6
GNG11	9.55410126433946e-11	0.474059024497565	0.791	0.579	1.41849741471648e-06	MF2	GNG11
RPS18	1.05688436517199e-10	0.345966892056432	1	0.998	1.56915621697086e-06	MF2	RPS18
SLC25A6	1.08907045609361e-10	0.427411554553307	0.934	0.848	1.61694290616218e-06	MF2	SLC25A6
ADAP2	1.20013378275154e-10	0.347498205834815	0.439	0.215	1.78183862725121e-06	MF2	ADAP2
PPARG	1.49022696565486e-10	0.437533148472451	0.389	0.186	2.21253997590777e-06	MF2	PPARG
ATP5F1B	1.6948256035404e-10	0.42394572274292	0.91	0.856	2.51630757357643e-06	MF2	ATP5F1B
PRRX1	2.19282566311689e-10	0.493338948757235	0.311	0.132	3.25568826202964e-06	MF2	PRRX1
IGFBP2	3.73886689684598e-10	0.823910789763615	0.393	0.212	5.55109568174722e-06	MF2	IGFBP2
RPS19	4.86059236801168e-10	0.387893686959583	1	0.995	7.21652148878694e-06	MF2	RPS19
MT-CO2	6.02556808021961e-10	0.274804570003176	1	1	8.94616092870205e-06	MF2	MT-CO2
KITLG	6.49022497142121e-10	0.282992647570172	0.295	0.12	9.63603701506908e-06	MF2	KITLG
LGALS1	7.52277306709473e-10	0.36637127913638	1	0.991	1.11690611727155e-05	MF2	LGALS1
B4GALT3	8.25682914008739e-10	0.315273336785727	0.279	0.111	1.22589142242877e-05	MF2	B4GALT3
GRK5	1.00540504180164e-09	0.391514071032549	0.598	0.383	1.4927248655629e-05	MF2	GRK5
MAP1B	1.30404239401731e-09	0.467767200617463	0.885	0.779	1.9361117423975e-05	MF2	MAP1B
SASH1	1.51175893710774e-09	0.386240451584984	0.512	0.304	2.24450849392387e-05	MF2	SASH1
ARHGAP26	1.62564413840899e-09	0.263617943364773	0.32	0.133	2.41359385229583e-05	MF2	ARHGAP26
PLAT	1.67226107240575e-09	0.393247343618414	0.316	0.138	2.48280601420082e-05	MF2	PLAT
EVA1B	1.74915335599573e-09	0.396265785766135	0.537	0.315	2.59696798764686e-05	MF2	EVA1B
CEBPD	1.87451046029197e-09	0.996521280218986	0.754	0.593	2.78308568039549e-05	MF2	CEBPD
VSTM4	4.22286528939926e-09	0.429080447656367	0.508	0.316	6.26968809517108e-05	MF2	VSTM4
IGFBP4	4.36941054133656e-09	0.383271385307573	0.848	0.703	6.48726383072239e-05	MF2	IGFBP4
CAMK2N1	4.62927349377363e-09	0.43843323899196	0.648	0.443	6.87308235620571e-05	MF2	CAMK2N1
LOXL2	4.92161947919485e-09	0.31858642194426	0.32	0.142	7.3071284407606e-05	MF2	LOXL2
GPAT2	7.13547226492743e-09	0.46728119977804	0.389	0.207	0.000105940356717378	MF2	GPAT2
RPS7	7.31768093179596e-09	0.28884060919779	1	0.991	0.000108645608794375	MF2	RPS7
AGTR1	9.15754188706323e-09	0.376864792664445	0.25	0.101	0.000135962024397228	MF2	AGTR1
LGALS3BP	9.21029237948266e-09	0.346569467275265	0.762	0.574	0.000136745210958179	MF2	LGALS3BP
TCIM	1.11914205062631e-08	0.465952695607333	0.697	0.53	0.000166159020256488	MF2	TCIM
RHOC	1.18584290446722e-08	0.355833528621984	0.861	0.754	0.000176062096026248	MF2	RHOC
MTUS1	1.4691452404255e-08	0.338234536801951	0.48	0.279	0.000218123993845974	MF2	MTUS1
SLC2A3	1.56035413789523e-08	0.329600864330979	0.32	0.154	0.000231665778853304	MF2	SLC2A3
STOM	1.80752666719389e-08	0.366721782692181	0.803	0.66	0.000268363484278278	MF2	STOM
CYCS	2.45819134275887e-08	0.43742324300586	0.742	0.593	0.000364967668659409	MF2	CYCS
LAPTM4A	3.48861983390686e-08	0.348619005333934	0.902	0.81	0.000517955386740152	MF2	LAPTM4A
MARCKS	4.01512672113608e-08	0.375212258703448	0.496	0.309	0.000596125864287074	MF2	MARCKS
CLIC1	4.56041891301304e-08	0.395665343880523	0.902	0.79	0.000677085396015046	MF2	CLIC1
SERPINH1	4.67028548773404e-08	0.370911789767024	0.668	0.497	0.000693397286363873	MF2	SERPINH1
CTSC	5.11615833942665e-08	0.432254664062836	0.402	0.231	0.000759596028654675	MF2	CTSC
IFITM3	5.75108046403753e-08	0.285918642247494	1	0.997	0.000853862916495651	MF2	IFITM3
COX4I1	7.25096517140217e-08	0.337972213535926	0.971	0.942	0.00107655079899808	MF2	COX4I1
GMFG	1.0030287720703e-07	0.358579931302745	0.5	0.321	0.00148919681789277	MF2	GMFG
DDX5	1.07824757586946e-07	0.295636472150987	0.996	0.976	0.00160087417589338	MF2	DDX5
JUNB	1.16002274172973e-07	0.798103733094407	0.553	0.39	0.00172228576464612	MF2	JUNB
RPL13A	1.21378029442564e-07	0.261709094012949	1	0.997	0.00180209960313375	MF2	RPL13A
CDC42BPA	1.30698237935485e-07	0.265357047067737	0.377	0.202	0.00194047673862814	MF2	CDC42BPA
GUCY1A2	1.5413396639726e-07	0.374660372177332	0.574	0.409	0.00228842699910012	MF2	GUCY1A2
MXI1	1.70751653397619e-07	0.298799826573784	0.414	0.236	0.00253514979799445	MF2	MXI1
MYH9	1.80644142760591e-07	0.418709858281838	0.713	0.573	0.00268202358756649	MF2	MYH9
SEPT9	2.05871266304145e-07	0.288961634248532	0.369	0.202	0.00305657069081764	MF2	SEPT9
SERPING1	2.24153703165675e-07	0.373732589859742	0.93	0.821	0.00332801003090078	MF2	SERPING1
IFITM1	2.24473744449722e-07	0.255204644755492	0.283	0.133	0.00333276168384503	MF2	IFITM1
ADAMTS9	2.51892343732067e-07	0.356748195799851	0.434	0.265	0.00373984562739	MF2	ADAMTS9
CD63	2.67859293597839e-07	0.315737865926721	0.992	0.961	0.00397690693204712	MF2	CD63
RASD1	3.15654989272398e-07	1.09318159381829	0.398	0.238	0.00468652962572729	MF2	RASD1
MAF	3.41777685726254e-07	0.297696069170286	0.373	0.207	0.0050743732999777	MF2	MAF
EPS8	3.78438997747871e-07	0.329633718937198	0.893	0.769	0.00561868379956264	MF2	EPS8
BAX	4.6964725867018e-07	0.386399851702607	0.602	0.436	0.00697285284947616	MF2	BAX
PSME1	8.04172995955452e-07	0.367740756679862	0.869	0.805	0.0119395564709506	MF2	PSME1
LDHB	1.2915043097618e-06	0.335410324219417	0.889	0.786	0.0191749644870335	MF2	LDHB
SLC38A2	1.29320859269076e-06	0.416752141199638	0.602	0.484	0.0192002679756797	MF2	SLC38A2
LINC00924	1.66366681894168e-06	0.317812085934329	0.25	0.123	0.0247004612608271	MF2	LINC00924
F2R	1.94094656642763e-06	0.274552817436754	0.393	0.236	0.0288172336717511	MF2	F2R
MAP2K1	1.97786036665081e-06	0.318888651973832	0.34	0.191	0.0293652928636647	MF2	MAP2K1
PTPN12	2.03555645985076e-06	0.265307611768988	0.389	0.226	0.0302219067594043	MF2	PTPN12
FAM162A	2.56611652143476e-06	0.325990572570536	0.566	0.39	0.0380991319937419	MF2	FAM162A
EIF3K	2.65505161010005e-06	0.312570762768104	0.848	0.778	0.0394195512551554	MF2	EIF3K
COL5A2	2.68289241789556e-06	0.264337917579207	0.557	0.373	0.0398329037284953	MF2	COL5A2
PPIB	2.86828561440933e-06	0.272526594728884	0.918	0.797	0.0425854365171354	MF2	PPIB
STMN1	2.93496222318717e-06	0.417674678825163	0.422	0.272	0.0435753841276599	MF2	STMN1
DUSP14	3.59419672381449e-06	0.267716461534555	0.291	0.156	0.0533630387584737	MF2	DUSP14
SOX4	3.80279101880934e-06	0.526732764741125	0.41	0.265	0.0564600382562623	MF2	SOX4
PTMS	5.372978745932e-06	0.341303660903709	0.758	0.629	0.0797726154408524	MF2	PTMS
RPLP0	6.54732343625112e-06	0.267563301395227	1	0.993	0.0972081110580204	MF2	RPLP0
PCBP1	6.63916007911383e-06	0.323699998403753	0.762	0.663	0.0985716096946031	MF2	PCBP1
NR2F2	6.9341603587912e-06	0.363122146741977	0.713	0.615	0.102951478846973	MF2	NR2F2
CALR	7.22853072966459e-06	0.328475068997202	0.709	0.581	0.10732199574333	MF2	CALR
ASAP1	8.19305056479511e-06	0.256128404523553	0.414	0.263	0.121642221735513	MF2	ASAP1
BEX3	8.31956996695444e-06	0.318198254747177	0.861	0.757	0.123520655299373	MF2	BEX3
SGCE	9.90570663869999e-06	0.258429375921161	0.533	0.373	0.147070026464779	MF2	SGCE
FRMD3	1.11763599352233e-05	0.252763889428004	0.41	0.255	0.16593541595826	MF2	FRMD3
MT-ND4L	1.14906622631081e-05	0.2518343709394	0.971	0.969	0.170601862620366	MF2	MT-ND4L
NREP	1.17944922461345e-05	0.323382791295854	0.443	0.297	0.17511282637836	MF2	NREP
FKBP1A	1.21442231141021e-05	0.330268226991895	0.664	0.578	0.180305280575074	MF2	FKBP1A
RNF152	1.5619734908218e-05	0.251459599172374	0.299	0.173	0.231906204182313	MF2	RNF152
DUSP1	1.63636757965845e-05	0.45576513047362	0.508	0.368	0.242951494551891	MF2	DUSP1
PRKAR1A	1.75038330985092e-05	0.27002415136033	0.705	0.559	0.259879410013566	MF2	PRKAR1A
EPHX1	2.27699214791159e-05	0.287844709634685	0.779	0.684	0.338065024200433	MF2	EPHX1
SSTR2	2.48707048951804e-05	0.251287141454053	0.266	0.144	0.369255355578743	MF2	SSTR2
RPS27L	4.68610653757002e-05	0.307842861622354	0.869	0.822	0.695746237633021	MF2	RPS27L
CLEC11A	4.74386708947959e-05	0.250612099221299	0.357	0.227	0.704321946775035	MF2	CLEC11A
MALAT1	4.89674819423906e-05	0.722600011912663	1	1	0.727020204398674	MF2	MALAT1
SCARB2	5.36675891674819e-05	0.261555476907881	0.561	0.412	0.796802696369604	MF2	SCARB2
RBP1	5.90235346463153e-05	0.377773995212957	0.639	0.538	0.876322418893843	MF2	RBP1
ARHGAP15	6.15962216597312e-05	0.330872261042931	0.41	0.28	0.914519102982029	MF2	ARHGAP15
ECE1	6.59264985471231e-05	0.264702032224745	0.488	0.349	0.978810723929137	MF2	ECE1
MT1L	7.13087681273516e-05	0.327518739286239	0.611	0.475	1	MF2	MT1L
SMC6	8.85313703119947e-05	0.272811932251004	0.336	0.212	1	MF2	SMC6
SRI	9.64295419807347e-05	0.252785267280148	0.643	0.526	1	MF2	SRI
NDUFA6	9.69366083354441e-05	0.255373119552167	0.77	0.662	1	MF2	NDUFA6
ARHGAP29	0.000101699155092862	0.298637733595845	0.578	0.465	1	MF2	ARHGAP29
SON	0.000106149485844932	0.278110377221555	0.75	0.679	1	MF2	SON
ASPN	0.000111186684178177	0.5544794546606	0.307	0.202	1	MF2	ASPN
ATP5MC3	0.000124680910158624	0.295417434683139	0.877	0.855	1	MF2	ATP5MC3
MAGED2	0.000165604410565619	0.274322772981759	0.713	0.634	1	MF2	MAGED2
LIMS1	0.000291887961763894	0.250308771733146	0.664	0.54	1	MF2	LIMS1
TOB1	0.000351714529967585	0.255085981578323	0.443	0.325	1	MF2	TOB1
RAC1	0.00041130179618305	0.279870374287963	0.758	0.691	1	MF2	RAC1
RSRP1	0.000451425063918364	0.286922197066308	0.459	0.349	1	MF2	RSRP1
DKK3	0.000503431312111036	0.261555476907881	0.447	0.328	1	MF2	DKK3
TCF4	0.000522770845312748	0.283286859121579	0.619	0.528	1	MF2	TCF4
CYC1	0.000542828843714754	0.26531739570408	0.619	0.515	1	MF2	CYC1
C1orf54	0.000546993386520664	0.298288027962485	0.525	0.422	1	MF2	C1orf54
C11orf96	0.000564543527027481	0.612462638767009	0.684	0.588	1	MF2	C11orf96
ISG15	0.000566915055412021	0.427951551780502	0.541	0.432	1	MF2	ISG15
CAVIN2	0.000608236245178321	0.335361873676637	0.291	0.19	1	MF2	CAVIN2
INPP4B	0.000625085870126202	0.263829228428001	0.639	0.509	1	MF2	INPP4B
PLCE1	0.00071298337167862	0.263062208158035	0.459	0.349	1	MF2	PLCE1
IL6ST	0.000751479571841299	0.286050038828629	0.59	0.513	1	MF2	IL6ST
TUBA1B	0.0019188695502202	0.409590529956704	0.811	0.72	1	MF2	TUBA1B
IFI27	0.00197895361209577	0.385989252443896	0.631	0.537	1	MF2	IFI27
JUN	0.00216101765345641	0.322993922898482	0.75	0.701	1	MF2	JUN
DIAPH2	0.00254411245972578	0.25398225720308	0.32	0.231	1	MF2	DIAPH2
IGHM	0.0034745266174753	0.919368543036718	0.27	0.374	1	MF2	IGHM
IGKC	0.00392490543517423	0.702304614578348	0.615	0.708	1	MF2	IGKC
FILIP1L	0.00526491423812298	0.287913884132317	0.775	0.706	1	MF2	FILIP1L
F2	6.00161034587988e-15	1.29644403085308	0.324	0.094	8.91059088052786e-11	MF3	F2
CPB2	1.00238429648782e-14	0.608629412086788	0.273	0.065	1.48823996499546e-10	MF3	CPB2
APOA2	1.80980065582449e-13	2.4528769413159	0.986	0.954	2.68701103370262e-09	MF3	APOA2
SERPINA6	2.45634227176998e-13	0.834758195176765	0.353	0.123	3.64693137089688e-09	MF3	SERPINA6
APOC1	2.75586484912579e-13	1.53281875916609	0.921	0.865	4.09163254149706e-09	MF3	APOC1
APCS	3.34632211063845e-13	1.31851486667979	0.367	0.133	4.9682844376649e-09	MF3	APCS
RBP4	3.99968095377716e-13	2.32687111495163	0.842	0.665	5.93832631207294e-09	MF3	RBP4
HPX	4.17753213739845e-13	0.900660040749788	0.367	0.133	6.20238196439548e-09	MF3	HPX
ORM1	7.95548025177601e-13	2.07772770620614	0.532	0.275	1.18115015298118e-08	MF3	ORM1
ITIH2	1.63776065768573e-12	1.38640564668931	0.36	0.135	2.43158324846601e-08	MF3	ITIH2
C5	8.30114097398219e-12	0.505124483818338	0.252	0.068	1.23247040040714e-07	MF3	C5
GSTA1	8.56290517265256e-12	1.43015597544064	0.338	0.125	1.27133453098373e-07	MF3	GSTA1
KNG1	1.83538427169728e-11	1.73277197151103	0.547	0.332	2.72499502818895e-07	MF3	KNG1
ORM2	2.21258046592889e-11	1.04449921736097	0.309	0.109	3.28501821776462e-07	MF3	ORM2
APOC3	2.38345133939418e-11	1.99538900573587	0.935	0.848	3.53871020359854e-07	MF3	APOC3
CP	2.39819471626656e-11	1.50112249679479	0.353	0.142	3.56059969524096e-07	MF3	CP
CFHR1	3.26834851500055e-11	1.39519147041357	0.453	0.23	4.85251704022132e-07	MF3	CFHR1
FGB	9.00497286611685e-11	2.2365494212608	0.705	0.543	1.33696832143237e-06	MF3	FGB
HSD11B1	1.27591067917711e-10	0.596350255094166	0.324	0.119	1.89434458537426e-06	MF3	HSD11B1
AGT	2.76537195276935e-10	0.780149861695948	0.568	0.348	4.10574773827665e-06	MF3	AGT
SERPINA1	3.05102462957389e-10	2.55408937836637	0.849	0.762	4.52985626752835e-06	MF3	SERPINA1
VTN	3.92297286734329e-10	1.44814617096387	0.424	0.212	5.82443781614459e-06	MF3	VTN
SLC7A2	5.09615998866127e-10	0.441104386349118	0.576	0.307	7.56626873516538e-06	MF3	SLC7A2
GC	5.48748275046795e-10	1.99787165112208	0.482	0.287	8.14726563961976e-06	MF3	GC
TM4SF4	5.89082625820975e-10	0.970594331564117	0.309	0.122	8.74610974556401e-06	MF3	TM4SF4
ANGPTL3	1.07523197838969e-09	1.04173466610577	0.324	0.138	1.59639691831517e-05	MF3	ANGPTL3
ITIH3	1.23840915776279e-09	0.594215864915951	0.482	0.242	1.83866607653041e-05	MF3	ITIH3
APOH	1.24496363786885e-09	1.86743118042577	0.77	0.668	1.84839751314388e-05	MF3	APOH
FABP1	1.29054311124584e-09	1.13518870630156	0.446	0.232	1.91606935726669e-05	MF3	FABP1
AMBP	1.55861484227581e-09	2.19190386142235	0.669	0.5	2.31407545632689e-05	MF3	AMBP
ARG1	1.62418535178848e-09	0.743690111042262	0.252	0.083	2.41142799180035e-05	MF3	ARG1
HMGCS2	1.74410189585618e-09	1.11625518754309	0.288	0.112	2.58946808477767e-05	MF3	HMGCS2
FGG	2.73570532011025e-09	2.09205892265586	0.633	0.477	4.06170168876769e-05	MF3	FGG
HRG	2.84690260114424e-09	1.73978480537756	0.518	0.335	4.22679629191885e-05	MF3	HRG
SELENOP	5.90825985578679e-09	1.06425778471244	0.791	0.699	8.77199340788665e-05	MF3	SELENOP
HP	6.81551604666183e-09	2.24239493017234	0.54	0.374	0.000101189966744788	MF3	HP
AZGP1	1.05972614132597e-08	1.16884008683315	0.353	0.172	0.000157337540202667	MF3	AZGP1
APOE	1.08740713707801e-08	0.908454269224002	0.878	0.713	0.000161447337641972	MF3	APOE
SEPHS2	1.21483956252587e-08	0.417652635603508	0.331	0.142	0.000180367229848216	MF3	SEPHS2
APOM	1.3209582639256e-08	0.825711331795346	0.266	0.103	0.000196122673445033	MF3	APOM
ANG	1.40857306884841e-08	1.51430268230125	0.396	0.21	0.000209130843531923	MF3	ANG
ADH4	1.77123236947952e-08	0.861345756259578	0.252	0.094	0.000262974869896624	MF3	ADH4
APOB	1.88592484009966e-08	1.38753446289707	0.496	0.313	0.000280003261009596	MF3	APOB
TF	1.92306805410916e-08	1.87869159055205	0.46	0.284	0.000285517913993587	MF3	TF
DCXR	1.97532744054303e-08	0.949144839597262	0.504	0.309	0.000293276865097423	MF3	DCXR
C4BPA	2.53350707801228e-08	0.678365444710903	0.345	0.159	0.000376149795872483	MF3	C4BPA
AKR1C3	2.97468267988876e-08	0.577529743214639	0.302	0.126	0.000441651137483085	MF3	AKR1C3
ALDOB	3.59364159150212e-08	1.61325512656229	0.568	0.394	0.00053354796709032	MF3	ALDOB
FGA	6.07064115899747e-08	1.78061413525761	0.583	0.465	0.000901308092876354	MF3	FGA
C3	6.83456226055045e-08	1.2983661028851	0.374	0.199	0.00101472745882393	MF3	C3
ASS1	6.93388327504127e-08	0.493888221430593	0.374	0.18	0.00102947364984538	MF3	ASS1
ADH1B	7.4946228670042e-08	0.873341014115656	0.403	0.212	0.00111272665706411	MF3	ADH1B
APOA1	7.62522409985695e-08	2.27818424527217	0.741	0.667	0.00113211702210576	MF3	APOA1
MGST1	8.70500358291271e-08	1.19075931948141	0.309	0.148	0.00129243188195505	MF3	MGST1
ALB	1.07196634916214e-07	2.81699852895922	0.942	0.917	0.00159154843860103	MF3	ALB
CPS1	1.28176539306936e-07	0.962555096321906	0.403	0.213	0.00190303707909009	MF3	CPS1
SERPINC1	3.57370300015559e-07	1.58732529802428	0.489	0.357	0.00530587684433101	MF3	SERPINC1
TMEM176B	4.12503893435823e-07	0.908446621329256	0.417	0.243	0.00612444530584166	MF3	TMEM176B
ALDH6A1	5.57775835134862e-07	0.351946343341263	0.252	0.104	0.00828129782424729	MF3	ALDH6A1
BAAT	6.68288436708598e-07	0.50415655688442	0.252	0.107	0.00992207841981255	MF3	BAAT
PGRMC1	1.27816512045366e-06	0.399490644101563	0.504	0.309	0.0189769175433755	MF3	PGRMC1
AKAP1	1.68213046653988e-06	0.309778511717569	0.324	0.155	0.0249745910367175	MF3	AKAP1
TMEM176A	1.9286436167857e-06	0.817933810650918	0.41	0.238	0.0286345717784174	MF3	TMEM176A
TAT	2.53828093470586e-06	0.707712336208012	0.331	0.18	0.0376858570375779	MF3	TAT
CLU	3.05394615858204e-06	1.42698869636196	0.46	0.313	0.0453419386164676	MF3	CLU
RIDA	3.28261324144331e-06	0.561010404727105	0.324	0.171	0.0487369587957089	MF3	RIDA
TTR	3.76740823202695e-06	2.37128532361757	0.511	0.388	0.0559347100209041	MF3	TTR
PCK1	3.83476904500874e-06	0.433549150987786	0.288	0.141	0.0569348160112447	MF3	PCK1
AHSG	4.30957238900966e-06	1.61149060099574	0.324	0.178	0.0639842212596265	MF3	AHSG
ALDH2	4.59478329779915e-06	0.472856756082887	0.353	0.199	0.068218747622424	MF3	ALDH2
AGXT	4.85181127334204e-06	0.98670087552154	0.439	0.288	0.0720348419753093	MF3	AGXT
NET11	5.52304388505056e-06	0.460725985218656	0.662	0.452	0.0820006325613457	MF3	NET1
IGFBP1	7.68950457975617e-06	0.437042361025883	0.367	0.201	0.11416607449564	MF3	IGFBP1
JADE1	7.71770915841494e-06	0.301387261668317	0.353	0.186	0.114584827874987	MF3	JADE1
SERPINF1	1.07919964842465e-05	0.327850215756771	0.317	0.159	0.160228771801608	MF3	SERPINF1
GOLGB1	1.08930022014768e-05	0.273934021125548	0.755	0.522	0.161728403685326	MF3	GOLGB1
RARRES2	1.2301757729505e-05	0.943051676981111	0.468	0.312	0.182644197009961	MF3	RARRES2
CYB5A	1.4733633690547e-05	0.815430259307118	0.54	0.425	0.218750259403551	MF3	CYB5A
SERPING11	1.91533283953526e-05	0.436714513043359	0.885	0.846	0.284369466685799	MF3	SERPING1
DACT3	2.67172352272008e-05	0.326141751213863	0.345	0.191	0.396670791418251	MF3	DACT3
GATM	3.57801717780256e-05	0.644798080872912	0.266	0.139	0.531228210388346	MF3	GATM
MYH111	4.31080145488197e-05	0.553641628932126	0.827	0.752	0.640024692006326	MF3	MYH11
GADD45B1	4.73495974405966e-05	0.541347868185369	0.784	0.741	0.702999473200537	MF3	GADD45B
HPD	4.81290930755931e-05	0.445931452862152	0.259	0.136	0.714572644893331	MF3	HPD
UBC	0.000183001982306972	0.533594872743631	0.863	0.806	1	MF3	UBC
METTL7A	0.000191049286042444	0.376606507163909	0.295	0.174	1	MF3	METTL7A
DDT	0.000193403202160299	0.468989702453225	0.683	0.549	1	MF3	DDT
KCNA51	0.000208026300215569	0.409012652450663	0.547	0.413	1	MF3	KCNA5
SLIT31	0.000258053859396823	0.346526920073023	0.748	0.674	1	MF3	SLIT3
ALDH1A1	0.000322732000608663	0.296684061264385	0.432	0.287	1	MF3	ALDH1A1
ZFP36L1	0.000412262043561069	0.250137866560346	0.849	0.775	1	MF3	ZFP36L1
ATP1B1	0.000465328904703258	0.282330453530078	0.288	0.171	1	MF3	ATP1B1
FGL1	0.000559804781677978	0.650997945213691	0.317	0.207	1	MF3	FGL1
PTP4A1	0.000583692158203322	0.351990548297094	0.446	0.32	1	MF3	PTP4A1
H1F0	0.00071012158895867	0.370106132852872	0.676	0.529	1	MF3	H1F0
MAP3K201	0.000716455127643905	0.350919863500259	0.827	0.757	1	MF3	MAP3K20
CRYZ	0.000727259652165181	0.280033247468856	0.288	0.172	1	MF3	CRYZ
CFH	0.000826573580088245	0.737133728862034	0.561	0.459	1	MF3	CFH
PLN1	0.000947602501409606	0.445705852855727	0.583	0.458	1	MF3	PLN
MEF2D	0.000957626815921581	0.271865674481734	0.633	0.52	1	MF3	MEF2D
KTN1	0.00099079458371177	0.253693491472445	0.82	0.733	1	MF3	KTN1
MPC2	0.00103529893919513	0.575748631857475	0.504	0.42	1	MF3	MPC2
MT-TW	0.00111798682488525	0.432006771128584	0.281	0.172	1	MF3	MT-TW
PRDX6	0.00141993898439249	0.341318301424987	0.669	0.599	1	MF3	PRDX6
NUPR1	0.00152692132769829	0.366188571562338	0.597	0.496	1	MF3	NUPR1
ASH1L	0.00156569539677741	0.251497684986779	0.302	0.191	1	MF3	ASH1L
LBH1	0.00192132083498208	0.338653477131365	0.806	0.775	1	MF3	LBH
ZFHX3	0.00215705958079719	0.354867848136406	0.518	0.391	1	MF3	ZFHX3
BLVRB	0.00217044634088194	0.318831104186121	0.374	0.262	1	MF3	BLVRB
SCCPDH	0.00228452891303881	0.393973639133997	0.381	0.261	1	MF3	SCCPDH
UQCRQ	0.00234043398088077	0.284142459544937	0.906	0.872	1	MF3	UQCRQ
CSRP21	0.00287292501401583	0.380409739691841	0.842	0.786	1	MF3	CSRP2
SOD1	0.00307149258183999	0.392342553555069	0.892	0.878	1	MF3	SOD1
LPP1	0.00352789820203199	0.285832856511842	0.77	0.687	1	MF3	LPP
RERGL1	0.00362901169967391	0.404217388703302	0.626	0.516	1	MF3	RERGL
NR4A1	0.00378757847085632	0.332650246000174	0.388	0.283	1	MF3	NR4A1
DSTN1	0.0039204755862981	0.268389558172563	0.95	0.983	1	MF3	DSTN
SORBS21	0.00409099621648039	0.282067701049542	0.655	0.549	1	MF3	SORBS2
GUSB	0.00428027200213728	0.29352080405131	0.439	0.319	1	MF3	GUSB
AHNAK	0.00445975758880428	0.251335963912625	0.748	0.655	1	MF3	AHNAK
SCP2	0.00455531407355574	0.308275526091766	0.633	0.546	1	MF3	SCP2
TNS1	0.00491814923790426	0.385930475423794	0.612	0.532	1	MF3	TNS1
COL14A11	0.00522867944487132	0.337406700524663	0.77	0.729	1	MF3	COL14A1
KLHL23	0.00524969108103581	0.283549649440346	0.669	0.578	1	MF3	KLHL23
FILIP11	0.00526711505857219	0.296167401226397	0.755	0.665	1	MF3	FILIP1
HINT2	0.00552657282849362	0.361387385581594	0.475	0.375	1	MF3	HINT2
CAVIN11	0.00578306281046685	0.257665884238999	0.835	0.82	1	MF3	CAVIN1
PDK4	0.00619019990757723	0.426358726027122	0.662	0.575	1	MF3	PDK4
C1R	0.00694835390004028	0.255719527263584	0.46	0.345	1	MF3	C1R
ST6GAL1	0.00821912590161466	0.328306721485002	0.259	0.172	1	MF3	ST6GAL1
CASQ21	0.00979936452994447	0.275887569211303	0.683	0.596	1	MF3	CASQ2
EFEMP1	1.74906958786764e-61	2.4646477743217	0.419	0.008	2.59684361710709e-57	MF4	EFEMP1
LUM	7.26727649428056e-39	1.78824226518571	0.355	0.022	1.07897254110583e-34	MF4	LUM
THBS2	3.79113594425827e-38	1.63237029895362	0.484	0.06	5.62869953644026e-34	MF4	THBS2
CTHRC1	4.77193138035413e-35	1.29592019208899	0.312	0.018	7.08488652041178e-31	MF4	CTHRC1
VCAN	2.03515129023983e-33	1.77629494961878	0.452	0.062	3.02158912061908e-29	MF4	VCAN
C12orf75	1.5451347986668e-24	0.889245911908641	0.398	0.067	2.2940616355806e-20	MF4	C12orf75
LOX	1.29801831553041e-22	0.778241994370949	0.29	0.034	1.927167793068e-18	MF4	LOX
FMOD	3.50605740062502e-16	0.596132555232923	0.312	0.06	5.20544342270797e-12	MF4	FMOD
COL1A1	6.30126968015843e-16	2.95472779052932	0.688	0.404	9.35549509413122e-12	MF4	COL1A1
CCDC146	9.36067713916887e-16	0.7930769216929	0.269	0.046	1.3897797348524e-11	MF4	CCDC146
KDELR3	1.08913468147768e-15	0.598926394260602	0.301	0.06	1.61703826158991e-11	MF4	KDELR3
ECM1	2.72689359567953e-15	0.467038722378636	0.333	0.072	4.0486189215054e-11	MF4	ECM1
COLEC10	2.88430401616386e-15	0.757671787888196	0.258	0.043	4.28232617279848e-11	MF4	COLEC10
